ID,SEXO,EDAD,GRADO_INSTRUCCION,TIPO_CARGO,EXPERIENCIA,GERENCIA,CREDIBILIDAD,RESPETO,IMPARCIALIDAD,ORGULLO,CAMARADERIA,GENERAL,COMENTARIO,TARGET
232,Masculino,de 31 a 38,Tecnico incompleto,Asistente,de 4 a 6,Administracion,2.78125,2.733333333,2.625,3.111111111,2.75,3,Que los encargados y los jefes lleguen más a los trabajadores que tienen en cuenta sus comentarios y opiniones. Que las ganancias sean equitativas para todas las áreas.,DETRACTOR
233,Masculino,de 39 a 45,Tecnico incompleto,Asistente,de 1 a 3,Administracion,3.1875,2.333333333,2.5,3.444444444,2.2,2,Que no haya diferencias en los beneficios entre áreas y cargos.,DETRACTOR
234,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,menor de 1,Administracion,4.8125,4.6,4.833333333,4.777777778,5,5,El pago es sobre valorado entre otras empresas y los beneficios son buenos.,PROMOTOR
241,Masculino,de 39 a 45,Universitaria incompleta,Asistente,menor de 1,Administracion,4.1875,4.033333333,4.125,4.444444444,4,4,Es un lugar muy acogedor que está en pleno crecimiento en la cual nos daría muchas oportunidades para crecer en lo laboral y como trabajadores. Gracias.,PROMOTOR
243,Masculino,de 31 a 38,Secundaria o menor,Jefe,de 1 a 3,Administracion,4.65625,4.533333333,4.416666667,4.611111111,4.8,5,Sí el familiarismo la gerencia te hace sentir como en casa.,PROMOTOR
244,Masculino,de 31 a 38,Tecnico completo,Asistente,menor de 1,Administracion,4.3125,4.3,4.125,4.833333333,4.45,5,Es un ambiente cálido y acogedor contamos con comedor a un bajo precio y las promociones que surgen a bajo precio para los trabajadores.,PROMOTOR
245,Masculino,de 31 a 38,Tecnico incompleto,Asistente,de 1 a 3,Administracion,3.15625,3.166666667,3.041666667,4.111111111,3.95,4,Se mejoraría en la implementación en equipos de comunicación especialmente en mi área.,DETRACTOR
247,Masculino,de 31 a 38,Secundaria o menor,Asistente,de 7 a 9,Administracion,4.875,4.866666667,4.958333333,4.833333333,4.7,5,Sí porque es una empresa seria en la cual me siento orgulloso de ser parte.,PROMOTOR
249,Femenino,de 23 a 30,Tecnico completo,Auxiliar,menor de 1,Operaciones,4.5625,4.566666667,4.583333333,4.833333333,4.75,5,Incrementar un poco más el sueldo es todo porque lo demás sí puedo decir que es un excelente lugar donde trabajar.,PROMOTOR
250,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.4375,4.1,3.625,4.333333333,4.05,4,Sí la sonrisa que muestran los compañeros nos hace sentir queridos.,PROMOTOR
251,Femenino,de 23 a 30,Universitaria incompleta,Auxiliar,de 4 a 6,Operaciones,4.375,4.3,4.541666667,4.666666667,4.85,5,Es el mejor lugar porque la gente hace que eso suceda así los compañeros los jefes etc. Lo que me hace venir feliz es la idea que hoy aprenderé algo más.,PROMOTOR
255,Femenino,de 23 a 30,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,3.3125,3.4,3.375,3.333333333,3.75,3,Considero que si tuviéramos movilidad para las personas que nos toca hacer el turno de tarde y que salimos a partir de las 00:00 sería mucho mejor.,DETRACTOR
257,Femenino,de 23 a 30,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,4.9375,4.8,4.75,5,5,5,La grata bienvenida que dan realmente uno se siente como en familia siento que se ha mejorado mucho la integración e información.,PROMOTOR
259,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.84375,4.766666667,4.833333333,5,4.8,5,Sí el trato que nos dan nuestros jefes tienen bastante consideración en el momento preciso sobre todo el apoyo con todas las herramientas que necesitamos.,PROMOTOR
261,Masculino,de 31 a 38,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,3.90625,4.233333333,4.291666667,4.5,4.7,5,Sí el que Atlantic City es un lugar y hay unión de los trabajadores para lograr un solo objetivo.,PROMOTOR
262,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.125,3.866666667,4.041666667,3.777777778,4.15,4,Es un establecimiento bastante seguro y donde sé que no correría peligro ante algún sismo o asalto y entre otros. El ambiente es elegante y exclusivo (limpio).,PROMOTOR
263,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.96875,5,4.958333333,4.555555556,5,5,La gran acogida que dan todos los beneficios que te ofrece el ambiente laboral es muy grato y entretenido.,PROMOTOR
264,Femenino,de 31 a 38,Universitaria incompleta,Auxiliar,de 7 a 9,Operaciones,4.25,4.466666667,4.125,4.333333333,4.45,4,El ambiente de trabajo personalmente me siento bien haciendo y desempeñándome en lo que realmente me gusta y lo hago con satisfacción.,PROMOTOR
266,Femenino,de 23 a 30,Universitaria incompleta,Auxiliar,de 4 a 6,Operaciones,2.96875,3.133333333,2.916666667,3.666666667,3.7,3.5,Aumentar el sueldo a las cajeras están mal pagadas!,DETRACTOR
268,Femenino,de 39 a 45,Secundaria o menor,Auxiliar,de 7 a 9,Operaciones,3.90625,3.866666667,3.708333333,4.333333333,3.9,5,Sí porque es puntual en sus pagos y cuando estás con problemas muy fuertes te apoyan.,PROMOTOR
272,Femenino,de 31 a 38,Universitaria incompleta,Auxiliar,de 7 a 9,Operaciones,2.90625,3.5,3.5,3,3.2,3,Aire acondicionado bajarlo a un lugar específico para los fundadores subir el precio de la movilidad,DETRACTOR
273,Femenino,de 31 a 38,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,3.96875,3.866666667,4,4.055555556,4.2,4.5,Bueno el trato ha mejorado bastante hacia el personal y los pagos son puntuales.,PROMOTOR
276,Femenino,de 23 a 30,Universitaria completa,Auxiliar,de 1 a 3,Operaciones,4.09375,4.1,3.791666667,4,4.1,4.5,Los diferentes eventos que realiza la empresa para los colaboradores la hacen única y se ve que piensan en nosotros.,PROMOTOR
286,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.03125,4.1,4.375,4.611111111,4.6,5,Preocupación por sus trabajadores incentivando a que crescan profesionalmente y no solo sus trabajadores sino personas cercanas.,PROMOTOR
288,Femenino,de 31 a 38,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.0625,3.866666667,4,4.222222222,4.05,4,Siempre están apoyando a todo su personal en lo posible.,PROMOTOR
289,Masculino,menor de 23,Secundaria o menor,Auxiliar,de 1 a 3,Operaciones,4.59375,4.2,4.416666667,4.611111111,4.9,4.5,Sí la convivencia diaria con los demás hace un buen clima laboral frecuentemente.,PROMOTOR
295,Femenino,de 23 a 30,Secundaria o menor,Auxiliar,menor de 1,Operaciones,5,4.066666667,5,4.444444444,5,5,Sí porque es una empresa sólida elegante segura etc. Es el mejor lugar para trabajar donde trabajar tenemos muchos beneficios como trabajadores. Me siento orgullosa de pertenecer a esta gran empresa.,PROMOTOR
296,Masculino,de 23 a 30,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,3.875,3.966666667,4.208333333,4,3.75,4.5,El ambiente de trabajo es bueno las oportunidades que están comenzando a dar al perosnal para poder estudiar.,PROMOTOR
297,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,4.15625,4.066666667,3.916666667,4.555555556,4.45,5,El ambiente es acogedor y la idea del gym fue lo mejor. Es grato decir que se cuenta con un ambiente así en tu centro de trabajo.,PROMOTOR
300,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.53125,4.266666667,3.75,3.666666667,4.3,4.5,Es una gran empresa muy reconocida y con beneficios mas creo que no lo demuestran en el salario al menos deberían aumentar el bono o las utilidades.,PROMOTOR
304,Femenino,menor de 23,Tecnico completo,Auxiliar,menor de 1,Operaciones,3.21875,3.066666667,3.208333333,3.277777778,3,3,Saber contratar a su personal que conoscan que ser amable no es igual que ir coqueteando por propinas y malaso!,DETRACTOR
305,Femenino,de 31 a 38,Universitaria incompleta,Auxiliar,de 7 a 9,Operaciones,4.3125,4.033333333,4.208333333,4.388888889,4.5,4,Siempre pendiente en nunca fallar como empresa responsable en nuestros pagos y mantener a su personal perenne.,PROMOTOR
306,Femenino,menor de 23,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,3.53125,3.366666667,2.708333333,3.555555556,3.85,4,Que no haya racismo que roten a todas por igual siempre hay un grupo de azafatas que están $ por pateras. Que las cosas sean justas y dejen de lado a las chicas que tienen años y las jefas que las cambien por hipócritas.,DETRACTOR
311,Masculino,de 23 a 30,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.53125,3.933333333,3.833333333,4.555555556,4.55,4.5,Como empresa es una de las mejores en la que yo he laborado y recalco el buen ambiente laboral como también los lugares de entretenimiento y relajamiento que nos facilitan a los trabajadores.,PROMOTOR
314,Femenino,de 31 a 38,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,3.09375,3.366666667,2.583333333,3.888888889,3.5,4,Deberían aumentar el sueldo y en vez de buscar gente de afuera deben dar oportunidades a las personas que ya tienen tiempo debería haber movilidad y aumentar las utilidades las cuales son un incentivo para dar lo mejor de uno deberían dar los cursos de capacitación al personal.,DETRACTOR
315,Femenino,de 31 a 38,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,2.75,2.933333333,2.5,2.944444444,3.1,3,Que evaluen bien antes de ascender a alguien porque algunos no se lo merecen. Que den oportunidades de crecer a la gente que trabajan internamente y no a gente de la calle. Que sigan trabajando en cuanto al ambiente trato y actitud hacia la persona que todos somos iguales sin importar nuestro origen les falta trabajar mucho con respecto al favoritismo hacia muchas personas.,DETRACTOR
317,Femenino,de 31 a 38,Universitaria incompleta,Auxiliar,de 4 a 6,Operaciones,4.1875,4.133333333,3.916666667,3.888888889,4.15,5,Que somos una gran familia a mi parecer tiene un buen ambiente de trabajo.,PROMOTOR
322,Femenino,de 23 a 30,Tecnico completo,Auxiliar,menor de 1,Operaciones,4.5,4.466666667,4.375,4.777777778,4.5,5,El clima laboral la mayoría del personal es amable y comprometido con lo que hace y da gusto trabajar con ellos siento que si tengo alguna inquietud puedo hablar con mis jefes de sala y seré escuchada al igual con algunas supervisoras :),PROMOTOR
323,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.15625,3.966666667,4.25,4.222222222,3.9,4,Lo mejor es que la empresa a empezado a hacer convenios educativos tal vez el porcentaje de descuento sería bueno que no sea menor al 20%.,PROMOTOR
324,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,3.96875,4.033333333,4.041666667,4.222222222,4.4,4,Beneficios infraestructura ambiente laboral y comunicación interna que hace recursos humanos para integrarnos más a nivel empresa.,PROMOTOR
325,Femenino,menor de 23,Tecnico completo,Auxiliar,menor de 1,Operaciones,4.03125,4.1,3.916666667,4.333333333,4.35,5,Sí ya que es una buena empresa es un lugar cálido donde se puede trabajar.,PROMOTOR
326,Femenino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.78125,4.766666667,4.833333333,4.944444444,4.9,5,La calidad y el trato que le bridan al trabajador.,PROMOTOR
330,Femenino,menor de 23,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,3.3125,3.5,3.25,4,3.3,3,Respecto a las jefas a que sean tal cuales como son y que no sean hipócritas ya que solo eso pasa en el áera. Respecto al comedor que nos den comida saludable no comida guardada :),DETRACTOR
331,Femenino,menor de 23,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,3.21875,2.9,3.166666667,3.444444444,3.1,3,No existan preferencias. Que rotemos todas a los diferentes locales para conocer a los clientes. Más comprensión del porqué nos retrasamos o un percance. Los chismes y rumores comenzando por las supervisoras ellas todo quien saber y se molestan si nos les contamos lo que pasó en la fiesta. El personal antiguo que aun no se dan cuenta como cogen propina de otra zona. Y por último la bipolaridad de algunas jefas de sala. Gracias.,DETRACTOR
334,Masculino,de 39 a 45,Tecnico completo,Auxiliar,de 10 a 15,Operaciones,4.40625,4.266666667,4.416666667,4.722222222,4.65,5,Puntualidad en los pagos y beneficios de ley cts gratificaciones utilidades seguro.,PROMOTOR
336,Masculino,de 31 a 38,Tecnico completo,Auxiliar,de 4 a 6,Operaciones,3.3125,3.266666667,2.916666667,3.388888889,3.4,3,Que el personal que ya es estable no haga tanto turno amanecida.,DETRACTOR
339,Femenino,menor de 23,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,4.25,3.733333333,4.208333333,4.444444444,4.5,5,La comunicación constante de las jefaturas con los empleados de cada área.,PROMOTOR
341,Femenino,de 23 a 30,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,4.5625,4.333333333,4.5,4.555555556,4.75,5,Creo que el compañerismo que hay en algunos y el buen trato de los jefes que nos sintamos bien de estar aquí sin dejar de mencionar el reconocimiento de la empresa hacia nosotros.,PROMOTOR
343,Femenino,de 23 a 30,Universitaria incompleta,Auxiliar,de 1 a 3,Operaciones,3.6875,3.6,2.916666667,3.555555556,3.5,3.5,Que cuando hagan eventos no solo lo hagan los días domingos (como los campeonatos) y también que pongan movilidad para el personal que labora en el turno noche.,DETRACTOR
345,Femenino,de 23 a 30,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.21875,4.066666667,4.333333333,4.5,4,4,Que es muy seguro para trabajar me puedo sentir tranquilo dentro de mi lugar de labores.,PROMOTOR
348,Femenino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.09375,4.1,4.166666667,4.333333333,3.85,5,El clima laboral y las actividades que nos realizan para nosotros :),PROMOTOR
349,Femenino,de 23 a 30,Secundaria o menor,Auxiliar,de 1 a 3,Operaciones,2.875,2.333333333,2.5,3.333333333,2.8,3,No deberíamos usar tacos tantas horas porque estamos paradas. Deberían de no cobrar en el comedor.,DETRACTOR
352,Femenino,de 23 a 30,Tecnico completo,Auxiliar,menor de 1,Operaciones,3.28125,2.666666667,3.25,3.666666667,3.65,4,Que las supervisores sean capacitadas de como se trata al personal y que sean justas.,DETRACTOR
355,Femenino,menor de 23,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,4.5,4.666666667,4.833333333,4.888888889,4.9,5,El ambiente la alegría el trabajo en equipo los reconocimientos y la ayuda de crecer profesionalmente hace que uno ame su trabajo y este orgulloso de lo que puede lograr día a día.,PROMOTOR
357,Femenino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,3.75,3.966666667,3.708333333,4.722222222,4.65,4.5,Lo especial lo hace uno mismo porque para mí el estar en Atlantic City es significado de crecimiento tanto a nivel laboral como personal.,PROMOTOR
358,Femenino,de 23 a 30,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,3.4375,3.933333333,3.958333333,3.944444444,3.95,5,Un buen clima laboral donde se preocupan por todos los trabajadores.,PROMOTOR
359,Masculino,de 23 a 30,Tecnico completo,Auxiliar,menor de 1,Operaciones,2.875,2.6,2.583333333,3.722222222,3.1,4,Que haya más igualdad para todos. Que haya una mejora en la remuneración en general.,DETRACTOR
363,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,2.15625,2.166666667,2.041666667,2.777777778,2.45,2.5,Tener más comunicación de los jefes hacia los colaboradores y no solo por conveniencia.,DETRACTOR
364,Masculino,menor de 23,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.15625,4.166666667,3.916666667,4.611111111,4.3,5,Sí la manera cálida y buen lugar para trabajar los beneficios y promociones que hay son muy buenas.,PROMOTOR
366,Femenino,de 31 a 38,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,2.125,2.3,1.958333333,3,2.45,2,Yo cambiaría en trato mejor a nosotras que nos den oportunidades a seguir creciendo junto con ellos no por nuestra edad no surgir y quedarnos donde estamos me considero parte de esta familia pero mejor trato.,DETRACTOR
367,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.125,4.2,3.958333333,4.388888889,4.55,5,Que el Atlantic City tiene un buen ambiente laboral hay compañerismo los beneficios que te dan.,PROMOTOR
369,Masculino,menor de 23,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.15625,4.2,4.125,4.5,4.75,5,Aquí las personas son bien tratadas sin importar la edad o el sexo.,PROMOTOR
370,Femenino,de 31 a 38,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.53125,4.6,4.583333333,4.444444444,4.6,5,Para mi percepción Atlantic City se preocupa por el trabajador te hace sentir motivado para trabajar y te brinda todo para sentirse en familia.,PROMOTOR
371,Femenino,de 39 a 45,Secundaria o menor,Auxiliar,de 1 a 3,Operaciones,4.46875,4.5,4.166666667,4.333333333,4.6,5,Cumplen con el pago puntual. Te brindan mucha seguridad. Es una empresa muy unida.,PROMOTOR
372,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,3.5,3.133333333,3.125,4.611111111,4.45,2,Ser reconocidos económicamente darnos un buen salario nos pagan el sueldo mínimo más 50 soles.,DETRACTOR
373,Masculino,menor de 23,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.0625,4.3,4.416666667,4.555555556,4.75,5,Claro el orden con que se maneja la empresa y siempre tratando de mejorar cada día.,PROMOTOR
374,Masculino,de 31 a 38,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,4.375,4.366666667,3.958333333,4.611111111,4.7,5,El ambiente de trabajo trabajo en equipo respeto que hay entre todos en el casino.,PROMOTOR
375,Femenino,de 39 a 45,Secundaria o menor,Auxiliar,de 4 a 6,Operaciones,3.28125,3.166666667,2.375,4,3.85,4,Que reconozcan a las personas antiguas en ascender a otros puestos por la edad no podemos ascender a otros puestos y que hayan puestos para poder ascender.,DETRACTOR
377,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.15625,4.733333333,4.791666667,4.722222222,4.85,5,Porque te brindan confianza te apoyan y te escuchan te hacen sentir que estás en familia y no te ignoran.,PROMOTOR
378,Femenino,de 39 a 45,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.59375,4.7,4.083333333,4.444444444,4.35,5,La educación el buen trato y la atención que se siente hacen que te sientas en familia y sentirte importante para la empresa.,PROMOTOR
379,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,3.28125,3.1,2.958333333,2.888888889,3.1,4,Dar la oportunidad de subir otras áreas en caso de operarias sin límite de edad. Dar la oportunidad de estudiar (un horario fijo).,DETRACTOR
381,Masculino,de 23 a 30,Universitaria incompleta,Auxiliar,menor de 1,Operaciones,4.75,4.566666667,4.916666667,4.611111111,4.5,5,Lo que hace especial a Atlantic City es el compañerismo y comunicación efectiva entre jefaturas y trabajadores de distintas áreas.,PROMOTOR
382,Masculino,de 31 a 38,Tecnico completo,Auxiliar,menor de 1,Operaciones,3.90625,4.2,3.875,3.777777778,4.8,5,El buen trato y la predisposición para apoyar un empleado nuevo.,PROMOTOR
385,Masculino,menor de 23,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,4.4375,4.4,4.333333333,4.611111111,4.5,5,Los lazos de amistad que se forman en esta empresa la unión es todo aquí en Atlantic City.,PROMOTOR
386,Masculino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,4.3125,4.466666667,4,4.444444444,4.5,4,La puntualidad en el pago la atención para los trabajadores los reconocimientos fechas especiales siempre tratando de mantener al trabajador contento de pertenecer a esta familia.,PROMOTOR
387,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,4.625,4.266666667,4.208333333,4.555555556,4.45,4.5,Atlantic City es un buen lugar para trabajar porque el ambiente es agradable gracias a que la gran mayoría de colaboradores llegan con buena actitud al trabajo y el trato de los jefes también es amable. Las consideraciones de la empresa también hacen un buen lugar para trabajar.,PROMOTOR
388,Masculino,de 23 a 30,Tecnico completo,Auxiliar,de 1 a 3,Operaciones,3.6875,3.733333333,3.583333333,4.111111111,4.25,5,Que siempre tenemos la mejor manera de tratar al cliente y a los colaboradores. Y por su gran infraestructura.,PROMOTOR
390,Femenino,de 39 a 45,Tecnico incompleto,Auxiliar,de 10 a 15,Operaciones,3.875,3.866666667,3.916666667,4.333333333,4.1,5,En el trato que se nos brinda en algunos casos la preocupación por los trabajadores cuando afrontan un problema.,PROMOTOR
391,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,menor de 1,Operaciones,2.8125,3.533333333,2.875,3.833333333,3.4,3.5,Los jefes de sala y de todas las áreas. Tener más comunicación con su personal y hacer reuniones mensuales para saber como se encuentra la gente.,DETRACTOR
395,Masculino,de 31 a 38,Tecnico incompleto,Auxiliar,de 7 a 9,Operaciones,3.125,2.9,2.875,3.222222222,3.1,4,Lo que cambiaría es la parte de fumadores del local que dejan que clientes fumen en los pasadizos del local y eso es dañino para la salud porque somos nosotros quienes son los perjudicados.,DETRACTOR
396,Femenino,de 31 a 38,Tecnico completo,Auxiliar,de 4 a 6,Operaciones,3.84375,3.833333333,4.166666667,4.333333333,4.05,5,Me siento orgullosa de lo que hago aquí. Ser habilitadora me hace sentir con una gran responsabilidad. Gracias a la Sra. Fadhy Chiara por darme la oportunidad de ascender.,PROMOTOR
399,Femenino,de 31 a 38,Universitaria incompleta,Analista,de 7 a 9,Operaciones,4.71875,4.166666667,4.708333333,4.666666667,4.55,4.5,La empresa brinda comodidad en sus ambientes al personal.,PROMOTOR
400,Masculino,de 31 a 38,Universitaria incompleta,Analista,de 7 a 9,Operaciones,4.4375,4.366666667,4.416666667,4.166666667,4.45,5,El material humano que tenemos con la camaradería que vivo en mi día a día es algo que no cambiaría jamás es lo que nos hace únicos. Cierto tenemos buenos líderes también.,PROMOTOR
401,Femenino,de 31 a 38,Tecnico incompleto,Jefe,de 10 a 15,Operaciones,4.6875,4.833333333,4.916666667,4.777777778,4.8,5,Te brinda todas las herramientas necesarias para realizar un buen trabajo de calidad. Tenemos una buena comunicación asertiva. Nos hacen sentir en familia.,PROMOTOR
402,Masculino,de 31 a 38,Tecnico completo,Jefe,de 7 a 9,Operaciones,4.4375,4.633333333,4.333333333,4.277777778,4.65,5,Sí el trabajo directamente con clientes y personal hace divertido el trabajo.,PROMOTOR
403,Femenino,de 31 a 38,Tecnico incompleto,Jefe,de 1 a 3,Operaciones,4.09375,3.833333333,4.166666667,4.333333333,4.1,5,Todos los beneficios adicionales el pago a tiempo la comunicación y el compañerismo.,PROMOTOR
404,Femenino,de 39 a 45,Universitaria incompleta,Jefe,de 10 a 15,Operaciones,4.625,4.3,3.5,5,5,5,Trabajo en equipo comunicación y el gran interés de los jefes por sus colaboradores. Siempre seremos el mejor.,PROMOTOR
405,Femenino,de 31 a 38,Secundaria o menor,Jefe,de 7 a 9,Operaciones,5,4.966666667,4.958333333,5,5,5,Es un buen equipo de trabajo que hace que uno se sienta en familia y por todo los buenos cambios que hemos tenido este 2015 por el departamento de Recursos Humanos. Sigan así.,PROMOTOR
406,Femenino,de 31 a 38,Tecnico incompleto,Jefe,de 10 a 15,Operaciones,4.5625,4.533333333,4.541666667,4.666666667,4.5,5,El trabajar en equipo siempre viendo las mejores alternativas para sentirnos como en casa.,PROMOTOR
408,Femenino,de 31 a 38,Tecnico incompleto,Jefe,de 7 a 9,Operaciones,4.1875,3.966666667,4.375,4.833333333,4,5,Además de la infraestructura que es única ahora la atención que nos brindan los jefes es mucho más empática nos escuchan están pendientes de nosotros.,PROMOTOR
413,Masculino,de 23 a 30,Tecnico completo,Jefe,menor de 1,Operaciones,4.53125,4.3,4.666666667,4.666666667,4.3,4,El ser reconocidos por nuestro trabajo es muy gratificante.,PROMOTOR
415,Femenino,de 39 a 45,Tecnico completo,Jefe,de 4 a 6,Operaciones,4.8125,4.233333333,4.625,4.555555556,4.8,5,Su gente. Realmente en los mejores y malos momentos estan juntos!,PROMOTOR
417,Femenino,de 31 a 38,Secundaria o menor,Jefe,de 10 a 15,Operaciones,4.3125,4.2,4.333333333,4.5,4.6,5,Atlantic City más que trabajo es una familia. Donde me siento súper bien con jefes y compañeros humildes quienes te enseñan. Gran trabajo en equipo.,PROMOTOR
420,Masculino,mayor de 46,Universitaria completa,Jefe,de 7 a 9,Operaciones,4.21875,4.4,4.208333333,4.722222222,4.65,5,La comodidad de sus instalaciones la camaradería y en especial el apgo puntual de las remuneraciones.,PROMOTOR
422,Masculino,de 31 a 38,Secundaria o menor,Jefe,de 1 a 3,Operaciones,4.78125,5,4.583333333,4.833333333,4.95,5,La manera en que todos los trabajadores se tratan es gratificante ver que eres importante para cada área. Somos una familia. Es nuestro segundo hogar.,PROMOTOR
423,Masculino,mayor de 46,Tecnico completo,Jefe,mayor de 15,Operaciones,3.75,4.1,4.291666667,4.333333333,4.15,5,"Es un lugar donde el trabajo de cada persona se confunde con una fiesta donde estoy de fiesta todos los días. ""Has una fiesta de tu trabajo"".",PROMOTOR
424,Masculino,de 23 a 30,Tecnico incompleto,Asistente,menor de 1,Operaciones,4.03125,4.2,3.916666667,4.222222222,3.8,4.5,La familia que somos si no existiera el complejo de antigüedad.,PROMOTOR
425,Masculino,mayor de 46,Tecnico completo,Asistente,de 10 a 15,Operaciones,2.84375,2.933333333,2.041666667,3.666666667,2.75,5,"Así como se preocupan por crecer como empresa también se preocupen por el persona. Más interés para los trabajadores. ""Trata bien a los trabajadores que ellos tratarán bien a los clientes"".",DETRACTOR
426,Masculino,de 31 a 38,Secundaria o menor,Asistente,de 1 a 3,Operaciones,3.6875,4.533333333,4,3.888888889,3.8,5,En que damos un buen servicio a nuestros clientes y día a día damos lo mejor para orientarlos.,PROMOTOR
428,Masculino,de 31 a 38,Secundaria o menor,Asistente,de 7 a 9,Operaciones,4.0625,4.3,4.208333333,4.333333333,4.35,4.5,Como empresa sí porque cumple con todos los beneficios sociales.,PROMOTOR
429,Masculino,de 31 a 38,Tecnico completo,Asistente,menor de 1,Operaciones,4.09375,4.5,4.958333333,4.888888889,4.55,5,Sí en especial me siento cómodo e importante. Atlantic City es un lugar de entretenimiento de lujo. No se compara a otros casinos. Para mí tiene un nivel muy alto y sé que mucha gente piensa lo mismo.,PROMOTOR
430,Masculino,de 31 a 38,Tecnico incompleto,Asistente,menor de 1,Operaciones,4.9375,4.766666667,4.833333333,4.833333333,4.85,5,No solo te ven como trabajador si no reconocen tu valor como persona y también en tu familia.,PROMOTOR
431,Masculino,de 39 a 45,Tecnico completo,Asistente,de 4 a 6,Operaciones,3.96875,4.266666667,4,4.111111111,3.95,5,Comenzando por la infraestructura los beneficios que nos dan (económicamente) y las posibilidades de crecer como persona.,PROMOTOR
432,Masculino,de 23 a 30,Tecnico incompleto,Asistente,de 1 a 3,Operaciones,2.8125,2.933333333,2.583333333,3.722222222,3.35,3.5,Que al momento de subir de puesto es que sea justo y no subir por ser chismoso o maletero.,DETRACTOR
434,Masculino,menor de 23,Secundaria o menor,Asistente,de 1 a 3,Operaciones,4.09375,4,4.208333333,4.333333333,4.15,5,El ambiente y el buen trato hacia los clientes como entre compañeros.,PROMOTOR
435,Masculino,de 31 a 38,Tecnico completo,Asistente,de 7 a 9,Operaciones,4.34375,4.333333333,4.291666667,4.722222222,4.45,4.5,Su organización como empresa y el nuevo cambio hacia un clima de amistad profesional y familiar que se quiere hacer en la empresa.,PROMOTOR
438,Masculino,de 31 a 38,Secundaria o menor,Asistente,de 1 a 3,Operaciones,4.4375,3.766666667,4.25,4.388888889,3.85,5,Remuneración justa gerentes involucrados en el funcionamiento de la empresa. Seguridad para los invitados y trabajadores. Tenemos un trato justo para todos en RRHH.,PROMOTOR
441,Masculino,de 31 a 38,Secundaria o menor,Asistente,menor de 1,Operaciones,4.78125,4.733333333,4.833333333,4.666666667,4.75,5,Si normalmente en diversas empresas el área de seguridad es tercerisada (contratan empresa de seguridad). Aquí no aquí uno se siente parte de la empresa es agradable me siento comprometido.,PROMOTOR
